time;MSL_filtered_GIA_TPA_corrected_adjusted;
2012-11-01;7.5203433;
2012-11-02;7.514032;
2012-11-03;7.5075865;
2012-11-04;7.501044;
2012-11-05;7.494443;
2012-11-06;7.487821;
2012-11-07;7.4812174;
2012-11-08;7.474669;
2012-11-09;7.468214;
2012-11-10;7.46189;
2012-11-11;7.4557347;
2012-11-12;7.449785;
2012-11-13;7.4440775;
2012-11-14;7.438648;
2012-11-15;7.4335327;
2012-11-16;7.4287663;
2012-11-17;7.424383;
2012-11-18;7.4204183;
2012-11-19;7.4169035;
2012-11-20;7.4138727;
2012-11-21;7.4113564;
2012-11-22;7.409387;
2012-11-23;7.4079947;
2012-11-24;7.407209;
2012-11-25;7.4070582;
2012-11-26;7.4075713;
2012-11-27;7.408776;
2012-11-28;7.410697;
2012-11-29;7.4133606;
2012-11-30;7.4167905;
2012-12-01;7.421011;
2012-12-02;7.426043;
2012-12-03;7.4319086;
2012-12-04;7.4386272;
2012-12-05;7.4462175;
2012-12-06;7.454697;
2012-12-07;7.464082;
2012-12-08;7.474386;
2012-12-09;7.485624;
2012-12-10;7.497807;
2012-12-11;7.5109468;
2012-12-12;7.525052;
2012-12-13;7.5401316;
2012-12-14;7.5561914;
2012-12-15;7.5732374;
2012-12-16;7.591273;
2012-12-17;7.6103005;
2012-12-18;7.6303215;
2012-12-19;7.6513357;
2012-12-20;7.6733413;
2012-12-21;7.6963353;
2012-12-22;7.7203135;
2012-12-23;7.74527;
2012-12-24;7.7711973;
2012-12-25;7.798087;
2012-12-26;7.8259296;
2012-12-27;7.854714;
2012-12-28;7.8844285;
2012-12-29;7.915059;
2012-12-30;7.9465914;
2012-12-31;7.97901;
2013-01-01;8.012298;
2013-01-02;8.046437;
2013-01-03;8.081409;
2013-01-04;8.117194;
2013-01-05;8.1537695;
2013-01-06;8.191114;
2013-01-07;8.229204;
2013-01-08;8.268015;
2013-01-09;8.30752;
2013-01-10;8.347692;
2013-01-11;8.388501;
2013-01-12;8.429919;
2013-01-13;8.471915;
2013-01-14;8.514455;
2013-01-15;8.557506;
2013-01-16;8.601032;
2013-01-17;8.645;
2013-01-18;8.689372;
2013-01-19;8.734109;
2013-01-20;8.779175;
2013-01-21;8.82453;
2013-01-22;8.870133;
2013-01-23;8.915946;
2013-01-24;8.961926;
2013-01-25;9.008034;
2013-01-26;9.054225;
2013-01-27;9.10046;
2013-01-28;9.146695;
2013-01-29;9.192888;
2013-01-30;9.238997;
2013-01-31;9.284977;
2013-02-01;9.330787;
2013-02-02;9.376381;
2013-02-03;9.421717;
2013-02-04;9.466751;
2013-02-05;9.511438;
2013-02-06;9.555737;
2013-02-07;9.599601;
2013-02-08;9.642987;
2013-02-09;9.685851;
2013-02-10;9.72815;
2013-02-11;9.769839;
2013-02-12;9.810877;
2013-02-13;9.851218;
2013-02-14;9.890823;
2013-02-15;9.929648;
2013-02-16;9.967653;
2013-02-17;10.004799;
2013-02-18;10.041044;
2013-02-19;10.07635;
2013-02-20;10.110682;
2013-02-21;10.143999;
2013-02-22;10.176269;
2013-02-23;10.207455;
2013-02-24;10.237525;
2013-02-25;10.266446;
2013-02-26;10.294188;
2013-02-27;10.32072;
2013-02-28;10.346012;
2013-03-01;10.370038;
2013-03-02;10.392772;
2013-03-03;10.414188;
2013-03-04;10.434264;
2013-03-05;10.452978;
2013-03-06;10.470308;
2013-03-07;10.486236;
2013-03-08;10.500743;
2013-03-09;10.513815;
2013-03-10;10.525436;
2013-03-11;10.535595;
2013-03-12;10.544279;
2013-03-13;10.551478;
2013-03-14;10.557187;
2013-03-15;10.561398;
2013-03-16;10.564106;
2013-03-17;10.565309;
2013-03-18;10.565004;
2013-03-19;10.563193;
2013-03-20;10.559877;
2013-03-21;10.5550585;
2013-03-22;10.548743;
2013-03-23;10.540937;
2013-03-24;10.531648;
2013-03-25;10.5208845;
2013-03-26;10.508657;
2013-03-27;10.49498;
2013-03-28;10.479864;
2013-03-29;10.463325;
2013-03-30;10.445377;
2013-03-31;10.42604;
2013-04-01;10.405329;
2013-04-02;10.383264;
2013-04-03;10.359865;
2013-04-04;10.335153;
2013-04-05;10.309151;
2013-04-06;10.28188;
2013-04-07;10.253366;
2013-04-08;10.223635;
2013-04-09;10.192711;
2013-04-10;10.160624;
2013-04-11;10.127399;
2013-04-12;10.093069;
2013-04-13;10.057664;
2013-04-14;10.021214;
2013-04-15;9.983752;
2013-04-16;9.9453125;
2013-04-17;9.90593;
2013-04-18;9.86564;
2013-04-19;9.824477;
2013-04-20;9.782482;
2013-04-21;9.739691;
2013-04-22;9.696141;
2013-04-23;9.651875;
2013-04-24;9.606928;
2013-04-25;9.561344;
2013-04-26;9.5151615;
2013-04-27;9.468423;
2013-04-28;9.421169;
2013-04-29;9.373442;
2013-04-30;9.325284;
2013-05-01;9.276737;
2013-05-02;9.227845;
2013-05-03;9.17865;
2013-05-04;9.129194;
2013-05-05;9.079522;
2013-05-06;9.029673;
2013-05-07;8.97969;
2013-05-08;8.929614;
2013-05-09;8.879484;
2013-05-10;8.829341;
2013-05-11;8.779222;
2013-05-12;8.729163;
2013-05-13;8.679203;
2013-05-14;8.629374;
2013-05-15;8.57971;
2013-05-16;8.530244;
2013-05-17;8.481006;
2013-05-18;8.432026;
2013-05-19;8.383333;
2013-05-20;8.334954;
2013-05-21;8.286917;
2013-05-22;8.239245;
2013-05-23;8.191965;
2013-05-24;8.145099;
2013-05-25;8.098669;
2013-05-26;8.0527;
2013-05-27;8.007213;
2013-05-28;7.9622283;
2013-05-29;7.917768;
2013-05-30;7.873853;
2013-05-31;7.830504;
2013-06-01;7.78774;
2013-06-02;7.7455826;
2013-06-03;7.7040505;
2013-06-04;7.6631637;
2013-06-05;7.622941;
2013-06-06;7.5834017;
2013-06-07;7.544564;
2013-06-08;7.5064454;
2013-06-09;7.4690647;
2013-06-10;7.432438;
2013-06-11;7.396582;
2013-06-12;7.3615127;
2013-06-13;7.3272457;
2013-06-14;7.293795;
2013-06-15;7.2611756;
2013-06-16;7.229399;
2013-06-17;7.198479;
2013-06-18;7.168426;
2013-06-19;7.1392503;
2013-06-20;7.1109624;
2013-06-21;7.0835695;
2013-06-22;7.0570803;
2013-06-23;7.031501;
2013-06-24;7.0068364;
2013-06-25;6.983091;
2013-06-26;6.9602666;
2013-06-27;6.938366;
2013-06-28;6.9173875;
2013-06-29;6.8973308;
2013-06-30;6.8781915;
2013-07-01;6.859966;
2013-07-02;6.842646;
2013-07-03;6.8262243;
2013-07-04;6.810691;
2013-07-05;6.7960334;
2013-07-06;6.7822394;
2013-07-07;6.769293;
2013-07-08;6.757179;
2013-07-09;6.7458787;
2013-07-10;6.735375;
2013-07-11;6.725647;
2013-07-12;6.716675;
2013-07-13;6.7084365;
2013-07-14;6.7009106;
2013-07-15;6.6940746;
2013-07-16;6.687906;
2013-07-17;6.682381;
2013-07-18;6.677477;
2013-07-19;6.67317;
2013-07-20;6.669437;
2013-07-21;6.666254;
2013-07-22;6.6635976;
2013-07-23;6.661445;
2013-07-24;6.659773;
2013-07-25;6.658558;
2013-07-26;6.657777;
2013-07-27;6.6574073;
2013-07-28;6.657425;
2013-07-29;6.6578064;
2013-07-30;6.6585283;
2013-07-31;6.6595654;
2013-08-01;6.660894;
2013-08-02;6.662488;
2013-08-03;6.6643214;
2013-08-04;6.666369;
2013-08-05;6.668602;
2013-08-06;6.670994;
2013-08-07;6.673515;
2013-08-08;6.6761374;
2013-08-09;6.678831;
2013-08-10;6.681566;
2013-08-11;6.684313;
2013-08-12;6.6870394;
2013-08-13;6.689716;
2013-08-14;6.6923103;
2013-08-15;6.6947927;
2013-08-16;6.697132;
2013-08-17;6.6992984;
2013-08-18;6.7012615;
2013-08-19;6.7029924;
2013-08-20;6.704463;
2013-08-21;6.705646;
2013-08-22;6.7065144;
2013-08-23;6.7070436;
2013-08-24;6.7072096;
2013-08-25;6.706989;
2013-08-26;6.7063603;
2013-08-27;6.7053046;
2013-08-28;6.703802;
2013-08-29;6.7018356;
2013-08-30;6.69939;
2013-08-31;6.6964498;
2013-09-01;6.6930027;
2013-09-02;6.689036;
2013-09-03;6.6845403;
2013-09-04;6.679506;
2013-09-05;6.6739254;
2013-09-06;6.667793;
2013-09-07;6.661103;
2013-09-08;6.6538525;
2013-09-09;6.6460395;
2013-09-10;6.6376634;
2013-09-11;6.628725;
2013-09-12;6.6192274;
2013-09-13;6.609175;
2013-09-14;6.598573;
2013-09-15;6.587429;
2013-09-16;6.5757523;
2013-09-17;6.5635524;
2013-09-18;6.5508413;
2013-09-19;6.537633;
2013-09-20;6.523941;
2013-09-21;6.5097823;
2013-09-22;6.4951725;
2013-09-23;6.4801297;
2013-09-24;6.4646726;
2013-09-25;6.4488196;
2013-09-26;6.4325914;
2013-09-27;6.416008;
2013-09-28;6.3990903;
2013-09-29;6.381859;
2013-09-30;6.3643355;
2013-10-01;6.3465414;
2013-10-02;6.3284984;
2013-10-03;6.310228;
2013-10-04;6.291752;
2013-10-05;6.2730923;
2013-10-06;6.254271;
2013-10-07;6.235309;
2013-10-08;6.216228;
2013-10-09;6.1970496;
2013-10-10;6.177795;
2013-10-11;6.1584845;
2013-10-12;6.139139;
2013-10-13;6.1197796;
2013-10-14;6.1004252;
2013-10-15;6.0810966;
2013-10-16;6.0618124;
2013-10-17;6.042592;
2013-10-18;6.023453;
2013-10-19;6.004414;
2013-10-20;5.985492;
2013-10-21;5.966704;
2013-10-22;5.948065;
2013-10-23;5.9295917;
2013-10-24;5.9112983;
2013-10-25;5.8932004;
2013-10-26;5.875312;
2013-10-27;5.8576465;
2013-10-28;5.840218;
2013-10-29;5.8230405;
2013-10-30;5.8061275;
2013-10-31;5.7894917;
2013-11-01;5.773147;
2013-11-02;5.7571073;
2013-11-03;5.7413855;
2013-11-04;5.725996;
2013-11-05;5.7109523;
2013-11-06;5.6962686;
2013-11-07;5.681959;
2013-11-08;5.668039;
2013-11-09;5.654522;
2013-11-10;5.6414237;
2013-11-11;5.628759;
2013-11-12;5.6165423;
2013-11-13;5.6047897;
2013-11-14;5.593516;
2013-11-15;5.5827355;
2013-11-16;5.572464;
2013-11-17;5.562715;
2013-11-18;5.553503;
2013-11-19;5.5448422;
2013-11-20;5.536745;
2013-11-21;5.529225;
2013-11-22;5.5222936;
2013-11-23;5.515963;
2013-11-24;5.510243;
2013-11-25;5.5051436;
2013-11-26;5.500674;
2013-11-27;5.4968414;
2013-11-28;5.4936543;
2013-11-29;5.4911175;
2013-11-30;5.489237;
2013-12-01;5.4880166;
2013-12-02;5.4874597;
2013-12-03;5.487569;
2013-12-04;5.488344;
2013-12-05;5.489787;
2013-12-06;5.491895;
2013-12-07;5.494667;
2013-12-08;5.4981;
2013-12-09;5.5021887;
2013-12-10;5.506928;
2013-12-11;5.512311;
2013-12-12;5.51833;
2013-12-13;5.524976;
2013-12-14;5.532238;
2013-12-15;5.540105;
2013-12-16;5.5485635;
2013-12-17;5.557601;
2013-12-18;5.5672016;
2013-12-19;5.5773497;
2013-12-20;5.588028;
2013-12-21;5.599219;
2013-12-22;5.6109033;
2013-12-23;5.623061;
2013-12-24;5.635672;
2013-12-25;5.6487155;
2013-12-26;5.662168;
2013-12-27;5.6760077;
2013-12-28;5.6902113;
2013-12-29;5.7047544;
2013-12-30;5.719613;
2013-12-31;5.7347627;
2014-01-01;5.7501783;
2014-01-02;5.7658343;
2014-01-03;5.7817054;
2014-01-04;5.797766;
2014-01-05;5.813991;
2014-01-06;5.8303537;
2014-01-07;5.8468294;
2014-01-08;5.863392;
2014-01-09;5.880016;
2014-01-10;5.896676;
2014-01-11;5.9133477;
2014-01-12;5.9300065;
2014-01-13;5.9466276;
2014-01-14;5.9631867;
2014-01-15;5.9796615;
2014-01-16;5.996028;
2014-01-17;6.0122633;
2014-01-18;6.028346;
2014-01-19;6.044254;
2014-01-20;6.059965;
2014-01-21;6.0754595;
2014-01-22;6.0907164;
2014-01-23;6.105716;
2014-01-24;6.1204405;
2014-01-25;6.1348696;
2014-01-26;6.1489863;
2014-01-27;6.1627736;
2014-01-28;6.1762147;
2014-01-29;6.189294;
2014-01-30;6.2019963;
2014-01-31;6.214308;
2014-02-01;6.226215;
2014-02-02;6.237705;
2014-02-03;6.2487674;
2014-02-04;6.2593913;
2014-02-05;6.2695665;
2014-02-06;6.279286;
2014-02-07;6.288541;
2014-02-08;6.2973256;
2014-02-09;6.305635;
2014-02-10;6.313464;
2014-02-11;6.32081;
2014-02-12;6.32767;
2014-02-13;6.3340425;
2014-02-14;6.3399267;
2014-02-15;6.3453226;
2014-02-16;6.3502316;
2014-02-17;6.3546553;
2014-02-18;6.3585963;
2014-02-19;6.362058;
2014-02-20;6.3650446;
2014-02-21;6.367561;
2014-02-22;6.369612;
2014-02-23;6.371206;
2014-02-24;6.3723483;
2014-02-25;6.3730483;
2014-02-26;6.373314;
2014-02-27;6.373155;
2014-02-28;6.3725815;
2014-03-01;6.371604;
2014-03-02;6.370234;
2014-03-03;6.3684835;
2014-03-04;6.3663654;
2014-03-05;6.3638926;
2014-03-06;6.3610787;
2014-03-07;6.3579383;
2014-03-08;6.3544855;
2014-03-09;6.350736;
2014-03-10;6.3467054;
2014-03-11;6.342409;
2014-03-12;6.3378644;
2014-03-13;6.3330874;
2014-03-14;6.328095;
2014-03-15;6.3229046;
2014-03-16;6.3175344;
2014-03-17;6.3120027;
2014-03-18;6.306327;
2014-03-19;6.300527;
2014-03-20;6.294622;
2014-03-21;6.2886314;
2014-03-22;6.282575;
2014-03-23;6.2764735;
2014-03-24;6.2703466;
2014-03-25;6.2642164;
2014-03-26;6.258104;
2014-03-27;6.2520304;
2014-03-28;6.2460184;
2014-03-29;6.240091;
2014-03-30;6.234271;
2014-03-31;6.228583;
2014-04-01;6.223051;
2014-04-02;6.2176995;
2014-04-03;6.212554;
2014-04-04;6.207639;
2014-04-05;6.202981;
2014-04-06;6.1986046;
2014-04-07;6.194535;
2014-04-08;6.190797;
2014-04-09;6.187415;
2014-04-10;6.1844134;
2014-04-11;6.181815;
2014-04-12;6.1796427;
2014-04-13;6.1779175;
2014-04-14;6.17666;
2014-04-15;6.1758904;
2014-04-16;6.1756277;
2014-04-17;6.1758885;
2014-04-18;6.1766896;
2014-04-19;6.1780467;
2014-04-20;6.1799746;
2014-04-21;6.1824865;
2014-04-22;6.185595;
2014-04-23;6.1893125;
2014-04-24;6.19365;
2014-04-25;6.1986175;
2014-04-26;6.2042246;
2014-04-27;6.21048;
2014-04-28;6.217392;
2014-04-29;6.224967;
2014-04-30;6.2332115;
2014-05-01;6.242131;
2014-05-02;6.2517314;
2014-05-03;6.262015;
2014-05-04;6.272986;
2014-05-05;6.284646;
2014-05-06;6.2969966;
2014-05-07;6.3100395;
2014-05-08;6.323774;
2014-05-09;6.338199;
2014-05-10;6.3533134;
2014-05-11;6.3691154;
2014-05-12;6.385601;
2014-05-13;6.4027667;
2014-05-14;6.4206085;
2014-05-15;6.4391203;
2014-05-16;6.458296;
2014-05-17;6.4781275;
2014-05-18;6.498608;
2014-05-19;6.5197287;
2014-05-20;6.541478;
2014-05-21;6.5638466;
2014-05-22;6.586822;
2014-05-23;6.6103916;
2014-05-24;6.6345425;
2014-05-25;6.6592593;
2014-05-26;6.6845274;
2014-05-27;6.7103305;
2014-05-28;6.736651;
2014-05-29;6.7634706;
2014-05-30;6.7907705;
2014-05-31;6.81853;
2014-06-01;6.8467293;
2014-06-02;6.8753457;
2014-06-03;6.9043574;
2014-06-04;6.9337406;
2014-06-05;6.963472;
2014-06-06;6.9935265;
2014-06-07;7.0238795;
2014-06-08;7.054506;
2014-06-09;7.085379;
2014-06-10;7.116473;
2014-06-11;7.147762;
2014-06-12;7.1792192;
2014-06-13;7.2108183;
2014-06-14;7.2425327;
2014-06-15;7.2743363;
2014-06-16;7.3062034;
2014-06-17;7.338108;
2014-06-18;7.3700247;
2014-06-19;7.401929;
2014-06-20;7.4337964;
2014-06-21;7.465604;
2014-06-22;7.497328;
2014-06-23;7.528947;
2014-06-24;7.560439;
2014-06-25;7.591785;
2014-06-26;7.622964;
2014-06-27;7.653959;
2014-06-28;7.6847515;
2014-06-29;7.7153263;
2014-06-30;7.745668;
2014-07-01;7.7757626;
2014-07-02;7.8055973;
2014-07-03;7.8351607;
2014-07-04;7.8644414;
2014-07-05;7.8934307;
2014-07-06;7.922119;
2014-07-07;7.9504986;
2014-07-08;7.978562;
2014-07-09;8.006303;
2014-07-10;8.033715;
2014-07-11;8.060794;
2014-07-12;8.087533;
2014-07-13;8.113929;
2014-07-14;8.139977;
2014-07-15;8.165674;
2014-07-16;8.191017;
2014-07-17;8.2160015;
2014-07-18;8.240625;
2014-07-19;8.264887;
2014-07-20;8.288783;
2014-07-21;8.312313;
2014-07-22;8.335475;
2014-07-23;8.358267;
2014-07-24;8.380688;
2014-07-25;8.402737;
2014-07-26;8.424411;
2014-07-27;8.44571;
2014-07-28;8.466634;
2014-07-29;8.487179;
2014-07-30;8.507344;
2014-07-31;8.527128;
2014-08-01;8.546528;
2014-08-02;8.565541;
2014-08-03;8.584165;
2014-08-04;8.602395;
2014-08-05;8.620228;
2014-08-06;8.637661;
2014-08-07;8.654688;
2014-08-08;8.671305;
2014-08-09;8.687507;
2014-08-10;8.703288;
2014-08-11;8.718643;
2014-08-12;8.733568;
2014-08-13;8.748057;
2014-08-14;8.762106;
2014-08-15;8.775708;
2014-08-16;8.788861;
2014-08-17;8.80156;
2014-08-18;8.813802;
2014-08-19;8.825582;
2014-08-20;8.836896;
2014-08-21;8.847743;
2014-08-22;8.858117;
2014-08-23;8.868017;
2014-08-24;8.877439;
2014-08-25;8.886377;
2014-08-26;8.89483;
2014-08-27;8.902791;
2014-08-28;8.910256;
2014-08-29;8.917221;
2014-08-30;8.923678;
2014-08-31;8.929624;
2014-09-01;8.93505;
2014-09-02;8.939952;
2014-09-03;8.944322;
2014-09-04;8.948154;
2014-09-05;8.951442;
2014-09-06;8.95418;
2014-09-07;8.956362;
2014-09-08;8.957981;
2014-09-09;8.959034;
2014-09-10;8.959515;
2014-09-11;8.959417;
2014-09-12;8.958739;
2014-09-13;8.957476;
2014-09-14;8.955623;
2014-09-15;8.953177;
2014-09-16;8.950135;
2014-09-17;8.946494;
2014-09-18;8.94225;
2014-09-19;8.9374;
2014-09-20;8.93194;
2014-09-21;8.925867;
2014-09-22;8.919177;
2014-09-23;8.911867;
2014-09-24;8.903932;
2014-09-25;8.895368;
2014-09-26;8.886171;
2014-09-27;8.876338;
2014-09-28;8.865864;
2014-09-29;8.854744;
2014-09-30;8.842976;
2014-10-01;8.830553;
2014-10-02;8.817474;
2014-10-03;8.803734;
2014-10-04;8.7893305;
2014-10-05;8.77426;
2014-10-06;8.758519;
2014-10-07;8.742106;
2014-10-08;8.72502;
2014-10-09;8.707259;
2014-10-10;8.688824;
2014-10-11;8.669712;
2014-10-12;8.649925;
2014-10-13;8.629464;
2014-10-14;8.60833;
2014-10-15;8.586525;
2014-10-16;8.564052;
2014-10-17;8.540913;
2014-10-18;8.517113;
2014-10-19;8.492656;
2014-10-20;8.467545;
2014-10-21;8.441785;
2014-10-22;8.415383;
2014-10-23;8.388343;
2014-10-24;8.360671;
2014-10-25;8.332372;
2014-10-26;8.3034525;
2014-10-27;8.273917;
2014-10-28;8.2437725;
2014-10-29;8.213023;
2014-10-30;8.181674;
2014-10-31;8.149729;
2014-11-01;8.117194;
2014-11-02;8.084072;
2014-11-03;8.050367;
2014-11-04;8.016082;
2014-11-05;7.981219;
2014-11-06;7.9457803;
2014-11-07;7.909769;
2014-11-08;7.8731866;
2014-11-09;7.8360353;
2014-11-10;7.7983155;
2014-11-11;7.7600303;
2014-11-12;7.721181;
2014-11-13;7.68177;
2014-11-14;7.6417994;
2014-11-15;7.601272;
2014-11-16;7.560191;
2014-11-17;7.518562;
2014-11-18;7.476387;
2014-11-19;7.4336734;
2014-11-20;7.390426;
2014-11-21;7.3466516;
2014-11-22;7.302357;
2014-11-23;7.2575507;
2014-11-24;7.212241;
2014-11-25;7.166437;
2014-11-26;7.1201487;
2014-11-27;7.073386;
2014-11-28;7.026161;
2014-11-29;6.978485;
2014-11-30;6.9303703;
2014-12-01;6.88183;
2014-12-02;6.832878;
2014-12-03;6.7835293;
2014-12-04;6.733798;
2014-12-05;6.6837015;
2014-12-06;6.6332555;
2014-12-07;6.5824776;
2014-12-08;6.5313864;
2014-12-09;6.48;
2014-12-10;6.428338;
2014-12-11;6.3764205;
2014-12-12;6.324268;
2014-12-13;6.2719016;
2014-12-14;6.2193437;
2014-12-15;6.1666155;
2014-12-16;6.113741;
2014-12-17;6.0607424;
2014-12-18;6.007643;
2014-12-19;5.954468;
2014-12-20;5.90124;
2014-12-21;5.847984;
2014-12-22;5.7947245;
2014-12-23;5.7414856;
2014-12-24;5.688293;
2014-12-25;5.6351705;
2014-12-26;5.5821433;
2014-12-27;5.5292363;
2014-12-28;5.4764743;
2014-12-29;5.4238825;
2014-12-30;5.371485;
2014-12-31;5.319308;
2015-01-01;5.267374;
2015-01-02;5.2157097;
2015-01-03;5.1643386;
2015-01-04;5.1132846;
2015-01-05;5.0625725;
2015-01-06;5.0122256;
2015-01-07;4.9622674;
2015-01-08;4.912721;
2015-01-09;4.86361;
2015-01-10;4.8149557;
2015-01-11;4.766781;
2015-01-12;4.7191076;
2015-01-13;4.6719565;
2015-01-14;4.6253486;
2015-01-15;4.579304;
2015-01-16;4.533843;
2015-01-17;4.4889836;
2015-01-18;4.4447455;
2015-01-19;4.401146;
2015-01-20;4.3582025;
2015-01-21;4.3159323;
2015-01-22;4.274351;
2015-01-23;4.2334747;
2015-01-24;4.193318;
2015-01-25;4.153895;
2015-01-26;4.11522;
2015-01-27;4.077306;
2015-01-28;4.040165;
2015-01-29;4.0038104;
2015-01-30;3.968253;
2015-01-31;3.9335039;
2015-02-01;3.8995736;
2015-02-02;3.866472;
2015-02-03;3.8342083;
2015-02-04;3.802791;
2015-02-05;3.7722287;
2015-02-06;3.7425287;
2015-02-07;3.713698;
2015-02-08;3.6857429;
2015-02-09;3.6586692;
2015-02-10;3.6324823;
2015-02-11;3.6071868;
2015-02-12;3.5827866;
2015-02-13;3.5592852;
2015-02-14;3.5366852;
2015-02-15;3.5149891;
2015-02-16;3.4941988;
2015-02-17;3.474315;
2015-02-18;3.4553382;
2015-02-19;3.4372685;
2015-02-20;3.4201055;
2015-02-21;3.4038482;
2015-02-22;3.388495;
2015-02-23;3.3740442;
2015-02-24;3.3604934;
2015-02-25;3.3478403;
2015-02-26;3.3360817;
2015-02-27;3.3252149;
2015-02-28;3.3152363;
2015-03-01;3.3061423;
2015-03-02;3.2979293;
2015-03-03;3.290593;
2015-03-04;3.2841296;
2015-03-05;3.2785347;
2015-03-06;3.2738037;
2015-03-07;3.2699325;
2015-03-08;3.2669158;
2015-03-09;3.2647488;
2015-03-10;3.2634263;
2015-03-11;3.2629428;
2015-03-12;3.2632923;
2015-03-13;3.264469;
2015-03-14;3.2664669;
2015-03-15;3.269279;
2015-03-16;3.2728987;
2015-03-17;3.2773187;
2015-03-18;3.2825315;
2015-03-19;3.2885296;
2015-03-20;3.2953045;
2015-03-21;3.3028483;
2015-03-22;3.3111517;
2015-03-23;3.3202062;
2015-03-24;3.3300023;
2015-03-25;3.3405304;
2015-03-26;3.3517807;
2015-03-27;3.3637424;
2015-03-28;3.3764055;
2015-03-29;3.389759;
2015-03-30;3.403792;
2015-03-31;3.418493;
2015-04-01;3.433851;
2015-04-02;3.4498549;
2015-04-03;3.4664931;
2015-04-04;3.4837546;
2015-04-05;3.5016277;
2015-04-06;3.5201013;
2015-04-07;3.5391643;
2015-04-08;3.5588055;
2015-04-09;3.579014;
2015-04-10;3.599779;
2015-04-11;3.6210892;
2015-04-12;3.6429343;
2015-04-13;3.665304;
2015-04-14;3.6881874;
2015-04-15;3.711574;
2015-04-16;3.7354536;
2015-04-17;3.7598157;
2015-04-18;3.78465;
2015-04-19;3.809946;
2015-04-20;3.8356936;
2015-04-21;3.8618822;
2015-04-22;3.8885012;
2015-04-23;3.9155405;
2015-04-24;3.9429898;
2015-04-25;3.9708385;
2015-04-26;3.999077;
2015-04-27;4.027695;
2015-04-28;4.056683;
2015-04-29;4.086031;
2015-04-30;4.11573;
2015-05-01;4.1457705;
2015-05-02;4.176144;
2015-05-03;4.2068424;
2015-05-04;4.2378573;
2015-05-05;4.2691813;
2015-05-06;4.3008075;
2015-05-07;4.33273;
2015-05-08;4.364942;
2015-05-09;4.397439;
2015-05-10;4.4302163;
2015-05-11;4.463269;
2015-05-12;4.4965944;
2015-05-13;4.5301886;
2015-05-14;4.5640492;
2015-05-15;4.598173;
2015-05-16;4.6325593;
2015-05-17;4.6672053;
2015-05-18;4.702109;
2015-05-19;4.7372694;
2015-05-20;4.772684;
2015-05-21;4.808352;
2015-05-22;4.84427;
2015-05-23;4.8804374;
2015-05-24;4.9168506;
2015-05-25;4.9535065;
2015-05-26;4.990402;
2015-05-27;5.0275335;
2015-05-28;5.064896;
2015-05-29;5.102485;
2015-05-30;5.140296;
2015-05-31;5.178323;
2015-06-01;5.21656;
2015-06-02;5.255001;
2015-06-03;5.29364;
2015-06-04;5.3324704;
2015-06-05;5.3714848;
2015-06-06;5.410676;
2015-06-07;5.450038;
2015-06-08;5.489562;
2015-06-09;5.5292416;
2015-06-10;5.5690684;
2015-06-11;5.609035;
2015-06-12;5.6491327;
2015-06-13;5.689354;
2015-06-14;5.72969;
2015-06-15;5.7701316;
2015-06-16;5.8106704;
2015-06-17;5.8512964;
2015-06-18;5.8920007;
2015-06-19;5.932772;
2015-06-20;5.973601;
2015-06-21;6.0144753;
2015-06-22;6.055383;
2015-06-23;6.096314;
2015-06-24;6.137254;
2015-06-25;6.1781917;
2015-06-26;6.2191133;
2015-06-27;6.2600064;
2015-06-28;6.300858;
2015-06-29;6.3416543;
2015-06-30;6.382382;
2015-07-01;6.423028;
2015-07-02;6.463578;
2015-07-03;6.5040193;
2015-07-04;6.5443373;
2015-07-05;6.5845175;
2015-07-06;6.6245456;
2015-07-07;6.6644073;
2015-07-08;6.7040863;
2015-07-09;6.7435665;
2015-07-10;6.782832;
2015-07-11;6.821865;
2015-07-12;6.8606486;
2015-07-13;6.8991632;
2015-07-14;6.937391;
2015-07-15;6.9753118;
2015-07-16;7.0129056;
2015-07-17;7.050153;
2015-07-18;7.087033;
2015-07-19;7.123524;
2015-07-20;7.1596074;
2015-07-21;7.195261;
2015-07-22;7.230466;
2015-07-23;7.2652025;
2015-07-24;7.2994514;
2015-07-25;7.3331947;
2015-07-26;7.3664145;
2015-07-27;7.3990946;
2015-07-28;7.431218;
2015-07-29;7.462772;
2015-07-30;7.4937406;
2015-07-31;7.5241127;
2015-08-01;7.553876;
2015-08-02;7.58302;
2015-08-03;7.611535;
2015-08-04;7.639412;
2015-08-05;7.666643;
2015-08-06;7.6932216;
2015-08-07;7.7191405;
2015-08-08;7.7443953;
2015-08-09;7.7689795;
2015-08-10;7.7928886;
2015-08-11;7.816118;
2015-08-12;7.8386617;
2015-08-13;7.860515;
2015-08-14;7.881673;
2015-08-15;7.9021297;
2015-08-16;7.92188;
2015-08-17;7.9409165;
2015-08-18;7.959234;
2015-08-19;7.976825;
2015-08-20;7.993684;
2015-08-21;8.009803;
2015-08-22;8.025176;
2015-08-23;8.039798;
2015-08-24;8.053663;
2015-08-25;8.066766;
2015-08-26;8.0791025;
2015-08-27;8.09067;
2015-08-28;8.101466;
2015-08-29;8.111489;
2015-08-30;8.12074;
2015-08-31;8.129218;
2015-09-01;8.136926;
2015-09-02;8.143867;
2015-09-03;8.1500435;
2015-09-04;8.155461;
2015-09-05;8.160125;
2015-09-06;8.16404;
2015-09-07;8.167213;
2015-09-08;8.169653;
